ProductID,SKU,ProductName,Category,Subcategory,Brand,CostPrice,MSRP,LaunchDate,DiscontinuedDate
P-00286,FO-458,WARM RUNNER,Footwear,Sandals,,145.45,178.0,2023-10-19,
P-00287,FO-102,Urban Tee,Footwear,Sandals,ArcticGear,411.15,581.37,2023-02-24,
P-00288,AC-245,City Hat ,Accessories,Socks,ScandiWear,30.0,144.03,2023-07-21,
P-00289,AP-239,Classic Hat,Apparel,T-Shirts,NordicStyle,30.0,35.11,2023-08-10,
P-00290,AP-539,City Tee ,Apparel,Pants,ArcticGear,281.94,315.84,2023-06-22,
P-00291,FO-944,Warm Tee ,Footwear,Sneakers,ScandiWear,246.78,508.15,2022-11-01,
P-00292,AP-674,City Belt ,Apparel,Jackets,NordicFoot,203.59,274.46,2023-08-15,
P-00293,AC-429,Pro Bag,Accessories,Socks,,288.0,377.56,2023-09-01,
P-00294,AC-852,City Socks,Accessories,Socks,ArcticGear,205.9,295.76,2023-10-30,
P-00295,AC-788,TRAIL RUNNER,Accessories,Socks,,276.68,569.98,2023-04-03,
P-00296,FO-672,Pro runner,Footwear,Sneakers,,495.19,701.54,2023-04-29,
P-00297,FO-161,City runner,Footwear,Sandals,NordicFoot,231.95,287.0,2023-08-04,
P-00298,FO-188,Warm Belt,Footwear,Boots,NordicFoot,465.92,536.01,2023-09-16,
P-00299,AP-366,Warm Hoodie ,Apparel,T-Shirts,,390.23,755.74,2022-12-07,
P-00300,AC-748,TRAIL JACKET,Accessories,Belts,NordicStyle,180.12,400.18,2022-09-29,
P-00301,AP-360,Light Socks ,Apparel,T-Shirts,NordicFoot,212.41,339.9,2022-09-25,
P-00302,FO-137,Pro bag,Footwear,Sandals,ScandiWear,120.34,387.32,2023-01-02,
P-00303,FO-553,Trail Socks,Footwear,Sandals,ArcticGear,317.25,353.17,2022-11-29,
P-00304,FO-667,Pro Hat,Footwear,Boots,NordicFoot,319.82,474.13,2023-07-20,
P-00305,AC-388,CITY HAT,Accessories,Hats,ScandiWear,279.91,671.94,2023-04-25,
P-00306,AP-191,TRAIL BELT,Apparel,Hoodies,ArcticGear,246.4,433.07,2023-02-15,
P-00307,AC-792,TRAIL RUNNER,Accessories,Socks,,310.25,521.12,2023-08-11,
P-00308,FO-799,Light Tee,Footwear,Sandals,NordicStyle,330.94,664.74,2023-10-27,
P-00309,AC-536,Trail Runner ,Accessories,Bags,NordicFoot,201.62,369.23,2023-08-29,
P-00310,AP-357,Pro tee,Apparel,Pants,NordicStyle,144.15,353.54,2023-08-22,
P-00311,AP-323,CLASSIC TEE,Apparel,Pants,ScandiWear,223.16,526.57,2023-06-22,
P-00312,AP-116,Warm Runner,Apparel,Pants,,192.69,271.3,2023-04-21,
P-00313,AP-955,WARM BELT,Apparel,Jackets,NordicStyle,188.86,233.02,2023-11-22,
P-00314,FO-554,City Jacket ,Footwear,Boots,NordicStyle,195.67,368.44,2023-10-19,
P-00315,AC-511,Classic hat,Accessories,Bags,ArcticGear,279.18,434.93,2023-07-16,
P-00316,AP-295,Classic socks,Apparel,Hoodies,ScandiWear,286.87,459.26,2023-06-05,
P-00317,AC-830,City Tee ,Accessories,Bags,,277.05,352.09,2023-07-21,
P-00318,FO-985,Light Bag,Footwear,Sneakers,ScandiWear,273.95,351.5,2023-10-06,
P-00319,AP-405,Warm Hat,Apparel,Hoodies,,351.46,384.24,2023-03-29,
P-00320,AP-480,Light belt,Apparel,Pants,NordicFoot,442.24,503.46,2023-11-10,
P-00321,AC-745,Classic hoodie,Accessories,Hats,NordicStyle,150.8,280.57,2022-10-03,
P-00322,FO-637,CITY HAT,Footwear,Sandals,ScandiWear,345.03,440.19,2023-12-03,2024-08-16
P-00323,FO-198,City hat,Footwear,Boots,,207.57,210.58,2022-09-04,
P-00324,AC-896,Warm Jacket,Accessories,Hats,NordicFoot,84.71,213.38,2023-09-10,
P-00325,FO-786,URBAN HAT,Footwear,Sandals,NordicStyle,107.66,342.66,2023-01-08,
P-00326,AP-806,Pro Bag,Apparel,Pants,NordicFoot,343.4,650.67,2022-09-27,
P-00327,FO-873,City Hat,Footwear,Sandals,ScandiWear,291.52,429.62,2023-08-23,2024-06-01
P-00328,AC-669,Warm Hat,Accessories,Hats,ArcticGear,182.19,518.1,2023-05-15,
P-00329,AP-262,City runner,Apparel,Hoodies,ScandiWear,193.46,385.71,2023-11-19,
P-00330,FO-885,Classic runner,Footwear,Sneakers,ScandiWear,228.16,350.63,2022-09-12,
P-00331,FO-159,Pro jacket,Footwear,Boots,NordicFoot,210.96,495.04,2022-11-11,
P-00332,FO-619,CLASSIC HAT,Footwear,Boots,ArcticGear,249.66,372.05,2023-07-06,
P-00333,FO-486,WARM RUNNER,Footwear,Boots,NordicFoot,282.67,486.4,2023-03-18,
P-00334,FO-927,Pro bag,Footwear,Boots,NordicFoot,148.5,410.97,2022-09-24,
P-00335,FO-839,Pro Hoodie ,Footwear,Boots,,400.19,730.31,2023-08-06,
P-00336,AP-930,Light Socks ,Apparel,T-Shirts,ScandiWear,56.46,244.43,2023-11-18,
P-00337,AC-443,Light Socks ,Accessories,Socks,NordicFoot,74.09,362.64,2023-09-21,
P-00338,FO-171,Trail Hat,Footwear,Sandals,,252.61,397.71,2023-03-28,
P-00339,FO-465,City Hat,Footwear,Sandals,ScandiWear,435.91,539.7,2023-08-04,
P-00340,AC-524,CLASSIC JACKET,Accessories,Bags,,353.67,592.72,2022-12-11,
P-00341,AP-652,Warm belt,Apparel,Pants,NordicStyle,217.34,298.82,2022-11-27,
P-00342,FO-191,City jacket,Footwear,Sandals,ArcticGear,219.6,230.6,2022-11-25,
P-00343,AC-341,Pro tee,Accessories,Belts,ArcticGear,277.74,641.54,2023-10-21,
P-00344,AP-844,PRO BAG,Apparel,Hoodies,NordicFoot,242.92,337.93,2023-06-16,
P-00345,AC-765,Classic socks,Accessories,Socks,ScandiWear,190.39,330.05,2022-12-25,
P-00346,AP-189,Classic Belt,Apparel,T-Shirts,NordicFoot,109.82,226.09,2023-08-25,
P-00347,AC-986,CITY RUNNER,Accessories,Belts,ArcticGear,328.78,553.58,2022-12-15,
P-00348,AP-108,Urban hat,Apparel,Hoodies,,258.71,424.64,2023-07-14,2024-05-31
P-00349,AP-939,Trail Tee ,Apparel,Pants,NordicStyle,419.32,612.27,2023-05-22,
P-00350,AC-210,Pro Belt ,Accessories,Belts,ScandiWear,318.47,544.69,2023-07-15,
P-00351,AC-121,City hat,Accessories,Hats,ScandiWear,232.6,496.62,2023-07-11,
P-00352,FO-799,Urban Bag,Footwear,Sandals,ScandiWear,448.28,515.58,2023-06-24,
P-00353,AP-186,Urban Belt ,Apparel,T-Shirts,ArcticGear,179.35,353.9,2022-09-12,
P-00354,AC-221,Trail runner,Accessories,Socks,NordicFoot,187.19,596.83,2023-05-01,
P-00355,AC-832,URBAN RUNNER,Accessories,Hats,,181.12,274.32,2023-02-20,
P-00356,AP-911,Trail Runner ,Apparel,T-Shirts,,288.06,573.58,2023-07-04,
P-00357,AC-648,Light socks,Accessories,Socks,ArcticGear,410.03,612.39,2023-01-28,
P-00358,FO-306,CLASSIC JACKET,Footwear,Sandals,NordicFoot,95.94,313.65,2022-10-05,2023-07-24
P-00359,AC-824,City Socks,Accessories,Socks,ScandiWear,191.69,241.92,2023-08-16,
P-00360,AC-904,City tee,Accessories,Hats,ArcticGear,322.62,577.4,2023-10-09,
P-00361,AP-251,Pro tee,Apparel,Hoodies,NordicStyle,85.17,110.89,2022-09-20,
P-00362,FO-519,Warm Jacket ,Footwear,Sneakers,,324.75,828.3,2022-12-14,
P-00363,AC-677,Urban Runner ,Accessories,Socks,NordicStyle,210.89,316.11,2023-04-16,
P-00364,AC-854,CITY RUNNER,Accessories,Hats,ScandiWear,364.86,567.58,2023-06-22,
P-00365,FO-742,Light Hoodie ,Footwear,Sandals,ArcticGear,308.05,479.56,2023-05-26,
P-00366,AP-836,Light Runner ,Apparel,Hoodies,ScandiWear,382.42,698.03,2023-10-04,
P-00367,AP-577,TRAIL RUNNER,Apparel,Pants,ArcticGear,264.18,331.91,2023-04-28,
P-00368,FO-101,TRAIL BAG,Footwear,Sneakers,ArcticGear,159.47,228.88,2023-07-31,
P-00369,FO-417,CLASSIC SOCKS,Footwear,Sandals,,255.62,370.64,2022-10-11,
P-00370,FO-603,Warm jacket,Footwear,Boots,ScandiWear,198.01,246.31,2022-09-14,
P-00371,FO-937,CITY SOCKS,Footwear,Sneakers,NordicStyle,419.29,675.46,2023-04-19,
P-00372,AP-165,Classic Hoodie ,Apparel,Pants,NordicStyle,74.24,353.01,2022-09-28,
P-00373,FO-400,Urban Bag ,Footwear,Sandals,ScandiWear,408.84,743.35,2023-02-11,
P-00374,AP-729,Classic Belt ,Apparel,Jackets,ScandiWear,135.64,194.42,2022-09-10,2023-10-09
P-00375,AC-961,Trail Hoodie,Accessories,Belts,ArcticGear,228.45,232.41,2023-05-24,2024-11-05
P-00376,AP-612,City Socks,Apparel,Hoodies,ScandiWear,202.02,214.6,2023-05-22,2024-05-26
P-00377,AP-220,Light runner,Apparel,Pants,ArcticGear,138.38,144.94,2023-06-11,
P-00378,AP-264,CLASSIC BELT,Apparel,T-Shirts,NordicFoot,39.96,334.64,2023-03-23,
P-00379,FO-255,Light Runner,Footwear,Sneakers,NordicStyle,297.79,564.23,2023-07-09,
P-00380,AC-981,Pro Jacket ,Accessories,Socks,,239.13,519.86,2023-05-09,
P-00381,AC-158,Classic Hoodie ,Accessories,Belts,,83.89,309.4,2023-05-03,
P-00382,AC-111,Pro Runner ,Accessories,Socks,NordicStyle,228.65,318.43,2023-03-25,
P-00383,AP-138,WARM TEE,Apparel,Jackets,,235.33,439.63,2023-03-04,
P-00384,AC-527,Pro Tee ,Accessories,Socks,NordicStyle,329.78,527.33,2023-02-25,
P-00385,AP-912,CITY TEE,Apparel,T-Shirts,NordicFoot,102.79,263.81,2023-01-04,
P-00386,FO-228,Trail Belt ,Footwear,Sandals,NordicStyle,139.4,350.05,2023-08-07,
P-00387,AP-616,Pro Jacket,Apparel,T-Shirts,ArcticGear,140.71,348.78,2023-08-24,
P-00388,AC-637,Trail Hat,Accessories,Socks,,208.69,355.47,2023-01-23,
P-00389,AC-939,Pro Hoodie ,Accessories,Bags,NordicFoot,242.12,518.2,2022-11-15,
P-00390,AC-403,Pro Hat ,Accessories,Bags,NordicStyle,287.98,454.9,2023-01-20,2023-09-29
P-00391,FO-803,CITY TEE,Footwear,Sandals,NordicFoot,135.12,320.72,2023-04-08,
P-00392,AP-856,URBAN SOCKS,Apparel,T-Shirts,ScandiWear,330.57,450.28,2022-11-12,
P-00393,AP-709,Light Hoodie,Apparel,Jackets,ArcticGear,397.51,601.93,2023-07-21,
P-00394,FO-118,Light hoodie,Footwear,Boots,ScandiWear,34.67,72.62,2022-12-11,
P-00395,AP-950,PRO RUNNER,Apparel,Hoodies,,285.71,519.85,2023-06-06,
P-00396,AC-554,Light Tee,Accessories,Belts,NordicStyle,184.85,448.63,2023-07-07,
P-00397,AP-927,Trail Runner ,Apparel,Jackets,NordicStyle,79.42,126.67,2023-10-10,
P-00398,AC-596,Urban Belt ,Accessories,Socks,ScandiWear,463.34,746.78,2023-04-12,
P-00399,FO-966,Pro Hoodie,Footwear,Sandals,,186.67,332.51,2023-05-25,
P-00400,AP-876,TRAIL BAG,Apparel,T-Shirts,,269.62,293.74,2023-11-24,
